dataocorrencia,lat,lon
2019-11-30,-23.653449125588605,-46.5978170394962
2019-11-24,-23.499241816272697,-46.3134294735454
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-30,,
2019-11-29,-22.9338748179729,-47.1039210875933
2019-11-30,-23.7919533791718,-46.7387633588531
2019-01-12,-23.609181101372105,-46.5331792453255
2019-11-30,,
2019-11-30,-23.6339903348039,-46.6377925324117
2019-01-12,-23.759999373000003,-46.39803435899999
2019-11-30,-23.410171761999898,-46.818764417999894
2019-11-30,-23.6264557969999,-46.63911922999989
2019-11-30,-23.613173070448198,-46.5763778593276
2019-01-12,-23.6775462999323,-46.6336144042785
2019-01-12,-23.6775462999323,-46.6336144042785
2019-01-12,-23.6775462999323,-46.6336144042785
2019-01-12,-23.6775462999323,-46.6336144042785
2019-01-12,-23.720253339911398,-46.57331395724171
2019-11-30,-23.462249708,-46.33315788443029
2019-11-28,-23.7142886189984,-46.61879162012871
2019-11-28,-23.7142886189984,-46.61879162012871
2019-11-28,-23.7142886189984,-46.61879162012871
2019-11-28,-23.7142886189984,-46.61879162012871
2019-11-28,-23.7142886189984,-46.61879162012871
2019-11-28,-23.7142886189984,-46.61879162012871
2019-11-30,-23.6526089629037,-46.447956641471606
2019-11-30,-23.6526089629037,-46.447956641471606
2019-11-30,-23.6526089629037,-46.447956641471606
2019-11-30,-23.6526089629037,-46.447956641471606
2019-11-30,-23.5762976889999,-46.695609802
2019-01-12,-23.1185347250762,-46.5584610671708
2019-01-12,-23.1185347250762,-46.5584610671708
2019-01-12,,
2019-01-12,-23.5831143771606,-46.762878176291
2019-01-12,-23.657406637704398,-46.540011774189104
2019-11-30,-23.5859525150431,-46.424923616495704
2019-01-12,-23.6518682087556,-46.4707526002448
2019-01-12,-23.562825287318397,-46.4743734330886
2019-01-12,-23.562825287318397,-46.4743734330886
2019-01-12,-23.562825287318397,-46.4743734330886
2019-01-12,-23.562825287318397,-46.4743734330886
2019-01-12,-23.562825287318397,-46.4743734330886
2019-01-12,-23.562825287318397,-46.4743734330886
2019-01-12,-23.562825287318397,-46.4743734330886
2019-01-12,-23.562825287318397,-46.4743734330886
2019-01-12,-23.562825287318397,-46.4743734330886
2019-01-12,-23.50187841,-46.37357377928571
2019-11-28,-23.822885068258,-46.7597495740235
2019-11-30,-23.682561197516105,-46.69013236931659
2019-01-12,,
2019-11-30,-23.5859525150431,-46.424923616495704
2019-01-12,-23.681734805999998,-46.6101753839999
2019-01-12,-23.681734805999998,-46.6101753839999
2019-01-12,-23.681734805999998,-46.6101753839999
2019-01-12,-23.681734805999998,-46.6101753839999
2019-01-12,-23.5429831609999,-46.420665871000004
2019-01-12,-23.272713643604998,-45.9457707155593
2019-01-12,-23.6513472753437,-46.6464259671562
2019-01-12,-23.6513472753437,-46.6464259671562
2019-01-12,-23.6513472753437,-46.6464259671562
2019-01-12,-23.6513472753437,-46.6464259671562
2019-11-30,-23.6243020368125,-46.639444640437496
2019-11-30,-23.520131880999898,-46.711590486000006
2019-01-12,-22.6304179909999,-47.193454218999904
2019-01-12,-22.6304179909999,-47.193454218999904
2019-01-12,-22.6304179909999,-47.193454218999904
2019-01-12,-22.6304179909999,-47.193454218999904
2019-11-30,-23.611681107625103,-46.6328933211429
2019-01-12,-23.596196858636304,-46.5653141987575
2019-01-12,-23.5682599063,-46.745181039939006
2019-01-12,-23.5426779678395,-46.8492298297549
2019-01-12,-23.5426779678395,-46.8492298297549
2019-01-12,-23.5961642239999,-46.612785638999995
2019-01-12,-23.682608467090898,-46.5830073488545
2019-01-12,-23.682608467090898,-46.5830073488545
2019-01-12,-23.682608467090898,-46.5830073488545
2019-01-12,-23.682608467090898,-46.5830073488545
2019-01-12,-23.6713757050489,-46.4608786038203
2019-01-12,-23.6713757050489,-46.4608786038203
2019-01-12,-23.6713757050489,-46.4608786038203
2019-01-12,-23.6713757050489,-46.4608786038203
2019-01-12,-23.434653656,-46.5511324569999
2019-11-30,-23.5423731441543,-46.7837520354116
2019-11-30,-23.5423731441543,-46.7837520354116
2019-01-12,-23.210794393906898,-46.7307977206765
2019-11-24,-23.723913,-46.550371999999996
2019-11-30,-23.4282894401891,-46.5361349763571
2019-01-12,-23.567312333,-46.4170041849999
2019-01-12,-23.6994755889331,-46.635266371620105
2019-01-12,-23.716577839,-46.6050820999999
2019-01-12,-23.716577839,-46.6050820999999
2019-01-12,-23.716577839,-46.6050820999999
2019-01-12,-23.716577839,-46.6050820999999
2019-01-12,-23.588736067999896,-46.835779545
2019-01-12,-23.6827520177768,-46.622853324657896
2019-11-30,-23.5096528140839,-46.4907587890378
2019-01-12,-23.544682085,-46.849752173
2019-01-12,-23.4928095,-46.7171536
2019-01-12,-23.4928095,-46.7171536
2019-01-12,,
2019-01-12,-23.467249515652103,-46.572124257869504
2019-01-12,-23.467249515652103,-46.572124257869504
2019-01-12,-23.505472330356003,-46.4290359916239
2019-01-12,-23.766570166919603,-46.6757726340226
2019-01-12,-23.556830525409,-46.5695802250301
2019-01-12,-23.5759641,-46.5018125
2019-11-30,-23.5960069030581,-46.74749348976071
2019-01-12,-22.377755551,-46.926398171
2019-01-12,-23.5682599063,-46.745181039939006
2019-01-12,-23.6319174701735,-46.587110628870605
2019-01-12,-23.610942532532395,-46.6513266377277
2019-01-12,-23.523351497885198,-46.66462541556889
2019-01-12,-22.8800486737927,-47.0245655307867
2019-11-30,-23.6292769215893,-46.464136352012204
2019-01-12,-23.496901466261896,-46.747688362176596
2019-01-12,-23.496901466261896,-46.747688362176596
2019-01-12,-23.6000945672336,-46.5971636852295
2019-01-12,-23.587019501999997,-46.56840046600001
2019-01-12,-23.587019501999997,-46.56840046600001
2019-01-12,-23.587019501999997,-46.56840046600001
2019-01-12,-23.587019501999997,-46.56840046600001
2019-01-12,-23.587019501999997,-46.56840046600001
2019-01-12,-23.587019501999997,-46.56840046600001
2019-01-12,-23.587019501999997,-46.56840046600001
2019-01-12,-23.587019501999997,-46.56840046600001
2019-01-12,-23.587019501999997,-46.56840046600001
2019-01-12,-23.587019501999997,-46.56840046600001
2019-01-12,-23.587019501999997,-46.56840046600001
2019-01-12,-23.587019501999997,-46.56840046600001
2019-11-30,-23.487105985267302,-46.6591946835814
2019-01-12,-23.4005297858987,-46.7187534056489
2019-01-12,-23.6641467699999,-46.509528312
2019-01-12,-23.440103493000002,-46.254014014999896
2019-01-12,-23.440103493000002,-46.254014014999896
2019-01-12,,
2019-01-12,,
2019-01-12,,
2019-01-12,,
2019-01-12,,
2019-01-12,-23.5050421999999,-46.7003257659999
2019-01-12,-23.5867252167966,-46.5144950204799
2019-01-12,-24.028327899999997,-46.4733977
2019-11-29,-23.5433549553724,-46.4126122448865
2019-01-12,,
2019-01-12,-23.5969226815403,-46.51540807450271
2019-01-12,-23.536893012999897,-46.3559263459999
2019-01-12,-23.6000945672336,-46.5971636852295
2019-01-12,-23.6000945672336,-46.5971636852295
2019-01-12,-23.6000945672336,-46.5971636852295
2019-01-12,-23.6000945672336,-46.5971636852295
2019-01-12,-23.535695030959,-46.8289107452324
2019-01-12,-23.5453509,-46.8219919
2019-01-12,-23.535189101999897,-46.928653271
2019-01-12,-23.708073442999897,-46.52510692999989
2019-01-12,-23.708073442999897,-46.52510692999989
2019-01-12,-23.6262312,-46.688188200000006
2019-01-12,-23.6262312,-46.688188200000006
2019-01-12,-23.6262312,-46.688188200000006
2019-01-12,-23.6262312,-46.688188200000006
2019-01-12,,
2019-01-12,-22.4406297562608,-46.8305320164782
2019-01-12,-22.4406297562608,-46.8305320164782
2019-01-12,-23.612456581687002,-46.4263209882219
2019-01-12,-21.167773539999896,-48.01922268999989
2019-11-28,-23.4981485,-47.00092479999999
2019-11-28,-23.4981485,-47.00092479999999
2019-01-12,-23.56956278568,-46.6997581807999
2019-01-12,-23.5245316655652,-46.396198582521706
2019-02-12,-23.4574037999411,-46.487819232446
2019-01-12,-23.6255548,-46.629558200000005
2019-01-12,-22.8984819849999,-45.303881022
2019-01-12,-23.5777830054251,-46.7795766675519
2019-01-12,-23.5777830054251,-46.7795766675519
2019-01-12,-23.669712707,-46.807566321
2019-01-12,-23.669712707,-46.807566321
2019-01-12,-23.669712707,-46.807566321
2019-01-12,-23.669712707,-46.807566321
2019-02-12,-23.629011981666604,-46.704402587222205
2019-01-12,-23.5521958281111,-46.8148757847777
2019-01-12,-23.5521958281111,-46.8148757847777
2019-01-12,-22.9456620846827,-47.1049389775865
2019-01-12,-23.495032209920602,-46.376301221746
2019-02-12,-22.7418844439999,-47.636672906999905
2019-01-12,-23.4590948719622,-46.420909999698
2019-01-12,-23.4590948719622,-46.420909999698
2019-01-12,-23.4590948719622,-46.420909999698
2019-01-12,-23.4590948719622,-46.420909999698
2019-01-12,-23.4593728773092,-46.6879266903916
2019-11-28,-23.5447747492767,-46.460686094775
2019-11-28,-23.5447747492767,-46.460686094775
2019-11-28,-23.5447747492767,-46.460686094775
2019-11-28,-23.5447747492767,-46.460686094775
2019-01-12,-23.5916175931111,-46.7548639282222
2019-01-12,-23.5916175931111,-46.7548639282222
2019-02-12,-23.6746006791745,-46.7003870135812
2019-02-12,-23.6746006791745,-46.7003870135812
2019-02-12,-23.6746006791745,-46.7003870135812
2019-02-12,-23.6746006791745,-46.7003870135812
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-24.028327899999997,-46.4733977
2019-02-12,-23.4981886785672,-46.75148827138
2019-02-12,-22.89943,-47.0583013
2019-01-12,-23.676076318358998,-46.77902356614389
2019-02-12,-23.6689382460088,-46.4612118786849
2019-02-12,-23.289210211999897,-45.953202995
2019-01-12,-23.505549508999902,-46.2701951239999
2019-11-29,-22.437852062854198,-46.80849922472779
2019-01-12,-23.5796789941126,-46.812488003830204
2019-11-29,-23.597395002452,-46.50738127746239
2019-11-29,-23.597395002452,-46.50738127746239
2019-02-12,-22.950382144679104,-47.0192177444714
2019-01-12,-22.9096916440549,-47.0877385494782
2019-01-12,-22.9096916440549,-47.0877385494782
2019-01-12,-22.9096916440549,-47.0877385494782
2019-01-12,-22.9096916440549,-47.0877385494782
2019-01-12,-23.102877288446802,-45.707118281233996
2019-01-12,-23.5982164964126,-46.363966739237696
2019-01-12,-23.439425996999898,-46.344006586000006
2019-01-12,-23.439425996999898,-46.344006586000006
2019-01-12,-21.132336384875,-47.841534301
2019-02-12,-23.6684316813513,-46.7316485059703
2019-01-12,-23.4906133933008,-46.6668195680932
2019-01-12,-23.4906133933008,-46.6668195680932
2019-01-12,-23.4906133933008,-46.6668195680932
2019-01-12,-23.4906133933008,-46.6668195680932
2019-01-12,,
2019-01-12,,
2019-01-12,-23.6426643,-46.4905102
2019-01-12,-23.6426643,-46.4905102
2019-01-12,-23.4338100532378,-46.34289145523599
2019-11-30,,
2019-02-12,-22.859229737,-47.20903066899999
2019-02-12,-23.987629435922198,-46.2644803992208
2019-11-28,-23.476631780827603,-46.7175306664985
2019-11-29,-23.546282044777698,-46.57484668966661
2019-11-29,-23.546282044777698,-46.57484668966661
2019-11-29,-23.546282044777698,-46.57484668966661
2019-11-29,-23.546282044777698,-46.57484668966661
2019-11-30,-23.6169365933924,-46.4735566369939
2019-11-30,-23.6169365933924,-46.4735566369939
2019-11-30,-23.6169365933924,-46.4735566369939
2019-11-30,-23.6169365933924,-46.4735566369939
2019-01-12,-23.6471672,-46.5689037
2019-01-12,-23.6471672,-46.5689037
2019-01-12,-23.4382494355044,-46.557191912565
2019-01-12,,
2019-01-12,-22.5666170144189,-46.5391739683495
2019-11-30,-23.489828479412303,-46.7142314109793
2019-11-29,-23.4603351266642,-46.481941765943006
2019-11-29,-23.4603351266642,-46.481941765943006
2019-11-29,-23.4603351266642,-46.481941765943006
2019-11-29,-23.4603351266642,-46.481941765943006
2019-01-12,-23.643551931540898,-46.44780193544721
2019-01-12,-23.643551931540898,-46.44780193544721
2019-01-12,-23.643551931540898,-46.44780193544721
2019-01-12,-23.643551931540898,-46.44780193544721
2019-02-12,-23.6401105319999,-46.816111758999995
2019-11-27,-23.702987485,-46.559676170285705
2019-11-28,-23.4833025,-46.469186799999996
2019-11-28,-21.187401619,-47.748484837
2019-10-27,-22.7409599940341,-47.342246508985994
2019-01-12,,
2019-01-12,-22.468589563000002,-46.619511546000005
2019-01-12,-22.468589563000002,-46.619511546000005
2019-01-12,-22.468589563000002,-46.619511546000005
2019-01-12,-22.468589563000002,-46.619511546000005
2019-02-12,-23.004916331999897,-47.089241143
2019-01-12,-23.5522910413208,-46.490896904346705
2019-01-12,-23.5522910413208,-46.490896904346705
2019-01-12,-23.5522910413208,-46.490896904346705
2019-01-12,-23.5522910413208,-46.490896904346705
2019-02-12,-23.492380797,-46.4581023809999
2019-02-12,-22.78760913736,-47.1866979021257
2019-11-30,-23.718338829165603,-46.531564967026604
2019-11-30,-23.718338829165603,-46.531564967026604
2019-11-30,-23.718338829165603,-46.531564967026604
2019-11-30,-23.718338829165603,-46.531564967026604
2019-01-12,-23.53300093,-46.442515961000005
2019-02-12,-23.528735716,-46.345693952
2019-01-12,-23.6827520177768,-46.622853324657896
2019-01-12,-23.6660997999999,-46.6376993169999
2019-06-17,-22.455113932,-46.921329193999995
2019-06-17,-22.455113932,-46.921329193999995
2019-06-17,-22.455113932,-46.921329193999995
2019-06-17,-22.455113932,-46.921329193999995
2019-02-12,,
2019-02-12,,
2019-02-12,,
2019-02-12,,
2019-02-12,-23.668961898822303,-46.793957190349296
2019-02-12,-22.894120642824998,-47.177537092799994
2019-02-12,-22.894120642824998,-47.177537092799994
2019-02-12,-23.483910272999896,-46.415216873
2019-11-29,-21.5200036365818,-48.393646794109
2019-11-29,-21.5200036365818,-48.393646794109
2019-11-29,-21.5200036365818,-48.393646794109
2019-11-29,-21.5200036365818,-48.393646794109
2019-11-29,-21.5200036365818,-48.393646794109
2019-11-29,-21.5200036365818,-48.393646794109
2019-11-29,-21.5200036365818,-48.393646794109
2019-11-29,-21.5200036365818,-48.393646794109
2019-11-29,-21.5200036365818,-48.393646794109
2019-11-29,-21.5200036365818,-48.393646794109
2019-11-29,-21.5200036365818,-48.393646794109
2019-11-29,-21.5200036365818,-48.393646794109
2019-01-12,-23.6403459064364,-46.6643113071058
2019-01-12,-23.6622358073103,-46.666712685930996
2019-01-12,-23.570662849,-46.7944737349999
2019-02-12,-21.0185377829999,-48.032595644
2019-01-12,-24.0185713139999,-46.503397762
2019-11-26,-23.2194812821337,-45.7788545615696
2019-11-26,-23.2194812821337,-45.7788545615696
2019-11-26,-23.2194812821337,-45.7788545615696
2019-11-26,-23.2194812821337,-45.7788545615696
2019-02-12,-23.594288144493603,-46.4198433863897
2019-02-12,-23.594288144493603,-46.4198433863897
2019-02-12,-23.594288144493603,-46.4198433863897
2019-02-12,-23.594288144493603,-46.4198433863897
2019-02-12,-23.579834597328,-46.5226622930669
2019-11-29,-23.6160649685926,-46.4978794912222
2019-11-25,-23.2335309566923,-45.9132204239615
2019-11-30,-23.730910958019198,-46.7202886577884
2019-11-30,-23.730910958019198,-46.7202886577884
2019-11-30,-23.730910958019198,-46.7202886577884
2019-11-30,-23.730910958019198,-46.7202886577884
2019-11-30,-23.730910958019198,-46.7202886577884
2019-11-30,-23.730910958019198,-46.7202886577884
2019-02-12,-23.5619234945389,-46.6244249915051
2019-02-12,-23.5862956669999,-46.758848068
2019-02-12,-23.611924366157798,-46.621984878368394
2019-01-12,-23.419937536916,-47.4133684207341
2019-02-12,-22.8307197359999,-47.186943845
2019-02-12,-22.8307197359999,-47.186943845
2019-02-12,-22.8307197359999,-47.186943845
2019-02-12,-22.8307197359999,-47.186943845
2019-02-12,-22.894120642824998,-47.177537092799994
2019-02-12,-22.894120642824998,-47.177537092799994
2019-02-12,-23.5324178189999,-47.133623363000005
2019-02-12,-23.5324178189999,-47.133623363000005
2019-02-12,-23.5324178189999,-47.133623363000005
2019-02-12,-23.5324178189999,-47.133623363000005
2019-02-12,-23.5324178189999,-47.133623363000005
2019-02-12,-23.5324178189999,-47.133623363000005
2019-02-12,-23.5324178189999,-47.133623363000005
2019-02-12,-23.5324178189999,-47.133623363000005
2019-02-12,-23.5324178189999,-47.133623363000005
2019-02-12,-23.5324178189999,-47.133623363000005
2019-02-12,-23.5324178189999,-47.133623363000005
2019-02-12,-23.5324178189999,-47.133623363000005
2019-02-12,-23.6186791340488,-46.6237453135353
2019-02-12,-23.6186791340488,-46.6237453135353
2019-02-12,-23.6186791340488,-46.6237453135353
2019-02-12,-23.6186791340488,-46.6237453135353
2019-11-29,-23.931838765908104,-46.3827542033732
2019-11-29,-23.931838765908104,-46.3827542033732
2019-11-29,-23.931838765908104,-46.3827542033732
2019-01-12,-23.6282545,-46.4679555
2019-01-12,-23.6282545,-46.4679555
2019-01-12,-23.683646719000002,-46.691337951
2019-02-12,-22.969015924,-47.128196939
2019-02-12,-22.969015924,-47.128196939
2019-02-12,-22.969015924,-47.128196939
2019-02-12,-22.969015924,-47.128196939
2019-02-12,-23.620063169974898,-46.4645136681423
2019-01-12,-23.928875420721997,-46.367499759008396
2019-01-12,-23.928875420721997,-46.367499759008396
2019-01-12,-23.928875420721997,-46.367499759008396
2019-01-12,-23.928875420721997,-46.367499759008396
2019-01-12,-23.928875420721997,-46.367499759008396
2019-01-12,-23.928875420721997,-46.367499759008396
2019-01-12,-23.928875420721997,-46.367499759008396
2019-01-12,-23.928875420721997,-46.367499759008396
2019-01-12,-23.928875420721997,-46.367499759008396
2019-01-12,-23.928875420721997,-46.367499759008396
2019-01-12,-23.928875420721997,-46.367499759008396
2019-01-12,-23.928875420721997,-46.367499759008396
2019-01-12,-23.482528347843104,-46.7222498859607
2019-02-12,-23.5979339467175,-46.969349759448
2019-02-12,-23.5979339467175,-46.969349759448
2019-02-12,-23.5979339467175,-46.969349759448
2019-02-12,-23.5979339467175,-46.969349759448
2019-02-12,-23.5979339467175,-46.969349759448
2019-02-12,-23.5979339467175,-46.969349759448
2019-02-12,-22.662411072999898,-47.167607688000004
2019-01-12,,
2019-11-30,-22.378380927,-47.543130575
2019-02-12,-23.641661682905603,-46.6551850738867
2019-02-12,-22.320025469,-49.068560444
2019-02-12,-23.524387857101196,-46.571487865150004
2019-02-12,-23.524387857101196,-46.571487865150004
2019-02-12,-23.524387857101196,-46.571487865150004
2019-02-12,-23.524387857101196,-46.571487865150004
2019-02-12,-23.524387857101196,-46.571487865150004
2019-02-12,-23.524387857101196,-46.571487865150004
2019-02-12,-23.524387857101196,-46.571487865150004
2019-02-12,-23.524387857101196,-46.571487865150004
2019-02-12,-23.524387857101196,-46.571487865150004
2019-02-12,-23.4901561694792,-46.35795085276771
2019-02-12,-22.273040764,-46.929310044
2019-02-12,-23.554370813460604,-46.5634056690407
2019-02-12,-23.554370813460604,-46.5634056690407
2019-02-12,-23.554370813460604,-46.5634056690407
2019-02-12,-23.554370813460604,-46.5634056690407
2019-02-12,-23.554370813460604,-46.5634056690407
2019-02-12,-23.554370813460604,-46.5634056690407
2019-11-28,-23.5138380500933,-46.54565959111171
2019-02-12,-23.5928881359999,-46.437822479
2019-02-12,-23.5928881359999,-46.437822479
2019-02-12,-23.5928881359999,-46.437822479
2019-02-12,-23.5928881359999,-46.437822479
2019-02-12,-23.5928881359999,-46.437822479
2019-02-12,-23.5928881359999,-46.437822479
2019-02-12,-23.5906141281111,-46.494515804666605
2019-02-12,-23.473125754,-46.344095261999904
2019-02-12,-23.473125754,-46.344095261999904
2019-02-12,-23.545555318,-46.626501493
2019-02-12,-23.545555318,-46.626501493
2019-02-12,-23.545555318,-46.626501493
2019-02-12,-23.545555318,-46.626501493
2019-02-12,-23.638291836599997,-46.79688088896
2019-02-12,-23.268888284000003,-46.568845532
2019-02-12,-23.268888284000003,-46.568845532
2019-02-12,-22.933565281,-47.07854831
2019-02-12,-21.2507687634719,-48.346851434955
2019-02-12,-22.933565281,-47.07854831
2019-02-12,,
2019-02-12,,
2019-02-12,,
2019-02-12,,
2019-02-12,-23.686021295794802,-46.5874169140769
2019-02-12,-23.686021295794802,-46.5874169140769
2019-01-12,-23.180367505584503,-46.918541844309395
2019-01-12,-21.758068178081604,-48.82970157122439
2019-02-12,-23.5715022779601,-46.432220444481295
2019-11-30,-23.4894847329355,-46.36063256614511
2019-11-30,-23.683615656,-46.4182401539999
2019-02-12,-23.5902999596809,-46.4940514274673
2019-02-12,-23.774114133,-46.30505153399999
2019-02-12,-22.9434301655824,-47.15451150365929
2019-02-12,-22.9434301655824,-47.15451150365929
2019-01-12,-23.699793632,-46.483089137
2019-02-12,-23.420930789916202,-46.38687428054
2019-02-12,-22.886206191307203,-47.1614336050935
2019-02-12,-22.886206191307203,-47.1614336050935
